"","class","gender","age","school","father_edu_background","mother_edu_background","father_job","mother_job","household_income","school_has_library","library_visit","access_to_computer_lab","extra_mural_class","extra_curricular_activities","extra_curricular_participation","hours_on_curricular_activities","english_score","maths_score","hours_spent_studying","difficulty_understand_maths_eng_sci","subject_found_most_difficult","confidence_in_passing_exam","prepare_exam_with_online_resources","challenge_preparing_for_exam","result"
"1583","SS1","Male","18 and above","Private","University","No formal education","Farmer","Teacher","₦30,000 – ₦100,000","Yes","Monthly","No","No","Yes","Debate/Quiz clubs","None","80 - 100","65 - 69","5 hours or more","No","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","Yes"
"1584","SS3","Female","18 and above","Public","No formal education","No formal education","Engineer","Trader","₦100,000 – ₦300,000","No","Monthly","Yes","No","Yes","Science/Math clubs","4–6 hours","45 - 49","50 - 54","1–2 hours","No","Other","Somewhat confident","No","The fear of the unknown","Yes"
"1585","SS3","Male","15-17","Public","No formal education","University","Civil servant","Housewife","₦100,000 – ₦300,000","Yes","Rarely","No","Yes","Yes","Debate/Quiz clubs","7 hours or more","70 - 75","45 - 49","3–4 hours","No","Other","Somewhat confident","Yes","The fear of the unknown","Yes"
"1586","SS3","Male","15-17","Private","University","University","Engineer","House Wife","₦30,000 – ₦100,000","Yes","Never","No","No","No","None","4–6 hours","50 - 54","40 - 44","5 hours or more","No","Mathematics","Very confident","Yes","Lack of proper preparation","Yes"
"1587","SS3","Female","18 and above","Public","No formal education","University","Civil servant","Teacher","₦30,000 – ₦100,000","No","Monthly","No","Yes","Yes","Debate/Quiz clubs","1–3 hours","80 - 100","60 - 64","3–4 hours","Yes","Other","Not confident","No","Lack of proper preparation","Yes"
"1588","SS3","Female","15-17","Private","University","No formal education","Civil servant","Trader","Above ₦300,000","Yes","Monthly","No","No","No","None","4–6 hours","40 - 44","39 below","5 hours or more","No","Mathematics","Very confident","No","Lack of focus","No"
"1589","SS3","Female","18 and above","Public","University","Primary","Engineer","Trader","₦30,000 – ₦100,000","Yes","Rarely","No","No","Yes","None","1–3 hours","80 - 100","40 - 44","3–4 hours","Yes","Mathematics","Not confident","No","time management","Yes"
"1590","SS1","Male","18 and above","Public","Secondary","Secondary","Engineer","Housewife","Below ₦30,000","No","Daily","No","No","Yes","Science/Math clubs","4–6 hours","60 - 64","40 - 44","1–2 hours","Yes","English Language","Not confident","No","Lack of funds","Yes"
"1591","SS1","Male","18 and above","Private","Secondary","Secondary","Engineer","Trader","₦30,000 – ₦100,000","No","Never","No","Yes","No","Science/Math clubs","1–3 hours","65 - 69","39 below","1–2 hours","Yes","Other","Not confident","Yes","time management","Yes"
"1592","SS2","Female","12-14","Public","University","Primary","Farmer","Trader","Above ₦300,000","No","Monthly","No","No","No","Science/Math clubs","7 hours or more","60 - 64","65 - 69","1–2 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","No","lack of standard social amenity","Yes"
"1593","SS2","Male","15-17","Private","No formal education","Secondary","Civil servant","House Wife","₦30,000 – ₦100,000","Yes","Never","No","No","No","Sports","4–6 hours","45 - 49","45 - 49","1–2 hours","No","Other","Not confident","Yes","lack of standard social amenity","No"
"1594","SS1","Male","15-17","Private","University","Primary","Engineer","Teacher","50,000 - 100,000","Yes","Rarely","No","Yes","Yes","Science/Math clubs","None","50 - 54","39 below","5 hours or more","Yes","Mathematics","Somewhat confident","No","time management","Yes"
"1595","SS1","Female","12-14","Private","University","No formal education","Civil servant","Teacher","₦100,000 – ₦300,000","No","Daily","No","No","Yes","None","7 hours or more","60 - 64","39 below","1–2 hours","No","Physics/Chemistry/Biology","Very confident","No","Lack of proper preparation","Yes"
"1596","SS1","Male","15-17","Public","University","Primary","Civil Servant","Trader","Below ₦30,000","No","Rarely","No","Yes","No","Sports","None","40 - 44","65 - 69","3–4 hours","Yes","English Language","Not confident","No","The fear of the unknown","Yes"
"1597","SS2","Male","18 and above","Private","No formal education","Secondary","Farmer","Teacher","Above ₦300,000","Yes","Daily","No","Yes","No","Sports","7 hours or more","70 - 75","45 - 49","Less than 1 hour","No","English Language","Not confident","Yes","Lack of funds","Yes"
"1598","SS1","Male","18 and above","Public","University","Primary","Engineer","Trader","Above ₦300,000","Yes","Rarely","Yes","Yes","Yes","Sports","None","50 - 54","45 - 49","3–4 hours","Yes","Mathematics","Not confident","Yes","lack of standard social amenity","Yes"
"1599","SS3","Female","18 and above","Public","University","University","Civil servant","Housewife","Below ₦30,000","Yes","Weekly","No","Yes","No","Debate/Quiz clubs","7 hours or more","60 - 64","80 - 100","Less than 1 hour","Yes","English Language","Very confident","Yes","lack of standard social amenity","Yes"
"1600","SS3","Female","18 and above","Private","University","No formal education","Civil Servant","House Wife","₦100,000 – ₦300,000","No","Weekly","Yes","No","Yes","Science/Math clubs","1–3 hours","80 - 100","40 - 44","1–2 hours","No","English Language","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1601","SS1","Male","12-14","Private","Secondary","University","Tailoring","Trader","Above ₦300,000","Yes","Daily","No","No","Yes","Sports","7 hours or more","55 - 59","60 - 64","Less than 1 hour","No","Mathematics","Not confident","No","lack of standard social amenity","Yes"
"1602","SS3","Female","18 and above","Private","University","University","Civil servant","Trader","₦30,000 – ₦100,000","No","Weekly","No","Yes","Yes","None","7 hours or more","80 - 100","40 - 44","5 hours or more","No","Other","Very confident","No","lack of standard social amenity","Yes"
"1603","SS3","Male","12-14","Private","University","University","Tailoring","Housewife","₦100,000 – ₦300,000","Yes","Weekly","No","Yes","No","Debate/Quiz clubs","1–3 hours","45 - 49","55 - 59","3–4 hours","No","English Language","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1604","SS2","Female","15-17","Private","No formal education","Secondary","Civil Servant","House Wife","50,000 - 100,000","Yes","Never","No","Yes","Yes","None","7 hours or more","55 - 59","40 - 44","5 hours or more","No","Physics/Chemistry/Biology","Not confident","No","lack of standard social amenity","Yes"
"1605","SS2","Male","15-17","Private","Secondary","No formal education","Engineer","Trader","50,000 - 100,000","No","Daily","Yes","Yes","Yes","None","1–3 hours","39 below","60 - 64","1–2 hours","Yes","Mathematics","Not confident","No","Lack of funds","Yes"
"1606","SS1","Female","12-14","Private","Secondary","Primary","Civil Servant","House Wife","Above ₦300,000","Yes","Weekly","Yes","Yes","Yes","Debate/Quiz clubs","7 hours or more","45 - 49","55 - 59","1–2 hours","No","English Language","Very confident","Yes","time management","Yes"
"1607","SS1","Female","12-14","Private","Secondary","Secondary","Engineer","Trader","Below ₦30,000","No","Weekly","Yes","Yes","No","Science/Math clubs","None","55 - 59","55 - 59","5 hours or more","No","Other","Very confident","No","Lack of proper preparation","Yes"
"1608","SS3","Female","15-17","Public","Primary","Secondary","Civil servant","House Wife","Above ₦300,000","No","Weekly","No","No","Yes","Sports","1–3 hours","65 - 69","80 - 100","5 hours or more","No","Other","Very confident","No","Lack of proper preparation","Yes"
"1609","SS1","Female","18 and above","Private","No formal education","Primary","Civil servant","Teacher","Below ₦30,000","No","Monthly","No","Yes","No","Debate/Quiz clubs","None","80 - 100","80 - 100","5 hours or more","No","Physics/Chemistry/Biology","Somewhat confident","Yes","Lack of proper preparation","Yes"
"1610","SS2","Female","18 and above","Private","University","Primary","Civil Servant","Housewife","50,000 - 100,000","No","Never","Yes","No","No","None","4–6 hours","50 - 54","55 - 59","3–4 hours","No","English Language","Somewhat confident","No","lack of standard social amenity","Yes"
"1611","SS2","Male","18 and above","Private","Primary","University","Civil servant","Teacher","50,000 - 100,000","No","Rarely","No","No","No","Debate/Quiz clubs","7 hours or more","70 - 75","50 - 54","5 hours or more","Yes","Mathematics","Somewhat confident","Yes","time management","Yes"
"1612","SS2","Female","18 and above","Public","Primary","No formal education","Engineer","House Wife","₦100,000 – ₦300,000","No","Monthly","No","Yes","Yes","Science/Math clubs","4–6 hours","65 - 69","70 - 75","5 hours or more","Yes","Mathematics","Not confident","No","Lack of proper preparation","Yes"
"1613","SS3","Female","18 and above","Private","Primary","University","Farmer","Teacher","Below ₦30,000","No","Weekly","Yes","Yes","Yes","None","7 hours or more","80 - 100","40 - 44","1–2 hours","Yes","English Language","Not confident","No","Lack of proper preparation","Yes"
"1614","SS2","Male","12-14","Public","Primary","Primary","Farmer","Teacher","Below ₦30,000","No","Monthly","Yes","No","No","Science/Math clubs","4–6 hours","40 - 44","80 - 100","5 hours or more","Yes","English Language","Not confident","No","Lack of funds","Yes"
"1615","SS3","Male","15-17","Public","Primary","No formal education","Civil Servant","Trader","₦30,000 – ₦100,000","No","Weekly","No","Yes","Yes","None","None","39 below","60 - 64","5 hours or more","Yes","Mathematics","Very confident","No","lack of standard social amenity","Yes"
"1616","SS2","Female","15-17","Private","Primary","Primary","Civil Servant","Housewife","Below ₦30,000","No","Never","No","No","No","Debate/Quiz clubs","None","50 - 54","50 - 54","3–4 hours","Yes","Other","Very confident","No","Lack of proper preparation","Yes"
"1617","SS1","Female","15-17","Private","Primary","Secondary","Civil servant","Trader","50,000 - 100,000","No","Daily","Yes","Yes","Yes","None","1–3 hours","39 below","40 - 44","1–2 hours","Yes","Other","Somewhat confident","Yes","Lack of proper preparation","No"
"1618","SS2","Male","12-14","Public","Primary","Secondary","Farmer","Housewife","₦30,000 – ₦100,000","Yes","Daily","Yes","No","No","Debate/Quiz clubs","1–3 hours","60 - 64","40 - 44","3–4 hours","No","English Language","Very confident","Yes","lack of standard social amenity","Yes"
"1619","SS1","Female","15-17","Private","No formal education","Primary","Farmer","House Wife","Below ₦30,000","Yes","Never","No","No","Yes","Sports","7 hours or more","40 - 44","39 below","Less than 1 hour","Yes","Physics/Chemistry/Biology","Somewhat confident","No","lack of standard social amenity","No"
"1620","SS2","Female","15-17","Private","Primary","Primary","Civil servant","Trader","Above ₦300,000","Yes","Rarely","Yes","Yes","No","None","4–6 hours","40 - 44","80 - 100","5 hours or more","Yes","English Language","Very confident","Yes","time management","Yes"
"1621","SS2","Male","18 and above","Public","University","Secondary","Tailoring","Teacher","50,000 - 100,000","Yes","Daily","No","Yes","Yes","Sports","7 hours or more","60 - 64","45 - 49","Less than 1 hour","No","Mathematics","Not confident","Yes","Lack of focus","Yes"
"1622","SS2","Female","15-17","Private","Primary","Primary","Engineer","Teacher","Above ₦300,000","Yes","Daily","No","Yes","Yes","Debate/Quiz clubs","1–3 hours","39 below","40 - 44","3–4 hours","No","Physics/Chemistry/Biology","Not confident","No","Lack of proper preparation","No"
"1623","SS3","Female","15-17","Public","Secondary","Secondary","Engineer","Housewife","50,000 - 100,000","No","Rarely","Yes","Yes","Yes","Debate/Quiz clubs","1–3 hours","55 - 59","80 - 100","Less than 1 hour","No","Other","Very confident","No","The fear of the unknown","Yes"
"1624","SS3","Female","12-14","Public","Secondary","University","Engineer","Housewife","₦30,000 – ₦100,000","Yes","Daily","No","No","No","None","4–6 hours","55 - 59","39 below","1–2 hours","No","English Language","Somewhat confident","No","Lack of proper preparation","Yes"
"1625","SS2","Male","12-14","Private","Secondary","University","Tailoring","Teacher","₦30,000 – ₦100,000","No","Monthly","No","Yes","Yes","Science/Math clubs","1–3 hours","80 - 100","55 - 59","Less than 1 hour","Yes","Mathematics","Not confident","Yes","The fear of the unknown","Yes"
"1626","SS1","Female","12-14","Public","University","Secondary","Engineer","Trader","50,000 - 100,000","Yes","Rarely","Yes","Yes","No","Debate/Quiz clubs","None","39 below","39 below","1–2 hours","Yes","English Language","Very confident","No","Lack of focus","No"
"1627","SS2","Male","18 and above","Private","University","No formal education","Civil servant","Housewife","₦100,000 – ₦300,000","Yes","Weekly","Yes","Yes","No","Science/Math clubs","1–3 hours","45 - 49","39 below","Less than 1 hour","No","Mathematics","Not confident","Yes","Lack of proper preparation","No"
"1628","SS1","Male","15-17","Public","University","No formal education","Tailoring","House Wife","Below ₦30,000","Yes","Weekly","No","Yes","No","Science/Math clubs","None","70 - 75","45 - 49","5 hours or more","No","English Language","Somewhat confident","Yes","Lack of funds","Yes"
"1629","SS1","Female","18 and above","Private","No formal education","University","Farmer","House Wife","Above ₦300,000","Yes","Weekly","No","No","No","None","None","70 - 75","70 - 75","Less than 1 hour","Yes","Mathematics","Not confident","No","The fear of the unknown","Yes"
"1630","SS1","Female","15-17","Public","Secondary","Secondary","Civil Servant","House Wife","50,000 - 100,000","No","Rarely","Yes","No","Yes","Sports","4–6 hours","60 - 64","45 - 49","Less than 1 hour","No","Physics/Chemistry/Biology","Not confident","Yes","lack of standard social amenity","Yes"
"1631","SS1","Male","12-14","Private","Primary","No formal education","Tailoring","Teacher","50,000 - 100,000","No","Never","Yes","No","Yes","Debate/Quiz clubs","4–6 hours","50 - 54","45 - 49","1–2 hours","No","Physics/Chemistry/Biology","Somewhat confident","No","Lack of funds","Yes"
"1632","SS1","Male","18 and above","Private","University","Primary","Civil Servant","Trader","₦30,000 – ₦100,000","Yes","Weekly","No","Yes","Yes","Sports","None","60 - 64","45 - 49","Less than 1 hour","Yes","Mathematics","Not confident","No","Lack of proper preparation","Yes"
"1633","SS1","Male","12-14","Private","University","Primary","Engineer","Trader","Below ₦30,000","Yes","Weekly","Yes","No","Yes","Sports","7 hours or more","45 - 49","55 - 59","3–4 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","Yes"
"1634","SS1","Male","18 and above","Private","University","University","Engineer","Trader","Below ₦30,000","No","Monthly","No","No","No","Science/Math clubs","4–6 hours","55 - 59","80 - 100","Less than 1 hour","Yes","Mathematics","Very confident","No","Lack of focus","Yes"
"1635","SS1","Female","15-17","Public","Secondary","Primary","Engineer","Housewife","₦30,000 – ₦100,000","No","Monthly","No","Yes","No","None","None","60 - 64","55 - 59","1–2 hours","Yes","Other","Not confident","Yes","The fear of the unknown","Yes"
"1636","SS1","Male","15-17","Private","No formal education","University","Farmer","Trader","Below ₦30,000","No","Daily","Yes","No","No","Debate/Quiz clubs","None","50 - 54","65 - 69","5 hours or more","No","English Language","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1637","SS1","Female","18 and above","Private","University","Secondary","Civil Servant","Trader","50,000 - 100,000","Yes","Never","No","Yes","Yes","Debate/Quiz clubs","7 hours or more","80 - 100","60 - 64","3–4 hours","No","Other","Not confident","No","Lack of focus","Yes"
"1638","SS2","Male","12-14","Public","University","Primary","Engineer","Housewife","Above ₦300,000","No","Weekly","Yes","Yes","Yes","Science/Math clubs","None","50 - 54","39 below","1–2 hours","No","Physics/Chemistry/Biology","Very confident","No","Lack of funds","Yes"
"1639","SS1","Male","15-17","Public","Secondary","Secondary","Civil servant","Trader","₦30,000 – ₦100,000","Yes","Weekly","No","No","No","Science/Math clubs","7 hours or more","55 - 59","65 - 69","1–2 hours","No","Other","Very confident","No","The fear of the unknown","Yes"
"1640","SS2","Male","15-17","Private","Secondary","University","Civil Servant","Housewife","Below ₦30,000","No","Weekly","Yes","Yes","Yes","None","4–6 hours","39 below","80 - 100","Less than 1 hour","Yes","Other","Very confident","Yes","time management","Yes"
"1641","SS3","Male","18 and above","Public","University","No formal education","Farmer","Teacher","50,000 - 100,000","No","Never","Yes","No","No","None","4–6 hours","80 - 100","80 - 100","3–4 hours","No","Physics/Chemistry/Biology","Not confident","Yes","lack of standard social amenity","Yes"
"1642","SS1","Female","18 and above","Private","Secondary","Secondary","Farmer","Trader","Above ₦300,000","No","Rarely","Yes","No","No","None","1–3 hours","40 - 44","60 - 64","5 hours or more","Yes","Mathematics","Very confident","No","The fear of the unknown","Yes"
"1643","SS3","Female","18 and above","Public","Secondary","Secondary","Engineer","House Wife","50,000 - 100,000","No","Rarely","Yes","Yes","No","Science/Math clubs","7 hours or more","45 - 49","39 below","3–4 hours","No","Other","Not confident","Yes","Lack of focus","No"
"1644","SS2","Male","18 and above","Public","University","University","Civil Servant","Trader","Above ₦300,000","No","Weekly","Yes","No","Yes","Science/Math clubs","1–3 hours","40 - 44","70 - 75","3–4 hours","Yes","Other","Not confident","Yes","The fear of the unknown","Yes"
"1645","SS1","Female","12-14","Private","Secondary","Primary","Engineer","Trader","Below ₦30,000","Yes","Monthly","No","Yes","Yes","Science/Math clubs","None","45 - 49","65 - 69","5 hours or more","Yes","English Language","Somewhat confident","Yes","The fear of the unknown","Yes"
"1646","SS2","Female","12-14","Private","No formal education","Secondary","Civil Servant","House Wife","Below ₦30,000","No","Daily","No","No","Yes","Sports","1–3 hours","45 - 49","80 - 100","3–4 hours","No","English Language","Not confident","Yes","time management","Yes"
"1647","SS1","Female","15-17","Public","University","No formal education","Civil Servant","Trader","Above ₦300,000","Yes","Weekly","Yes","Yes","No","Debate/Quiz clubs","7 hours or more","65 - 69","70 - 75","3–4 hours","Yes","English Language","Very confident","No","Lack of funds","Yes"
"1648","SS1","Male","15-17","Private","Primary","Primary","Engineer","Teacher","₦100,000 – ₦300,000","No","Monthly","No","No","Yes","Debate/Quiz clubs","4–6 hours","55 - 59","70 - 75","3–4 hours","No","Other","Not confident","Yes","lack of standard social amenity","Yes"
"1649","SS2","Male","18 and above","Private","Secondary","University","Civil Servant","Teacher","₦100,000 – ₦300,000","Yes","Never","Yes","Yes","Yes","Science/Math clubs","4–6 hours","50 - 54","65 - 69","Less than 1 hour","Yes","Other","Very confident","No","lack of standard social amenity","Yes"
"1650","SS2","Female","18 and above","Public","Primary","Primary","Civil servant","Trader","Above ₦300,000","Yes","Daily","Yes","Yes","Yes","None","None","50 - 54","60 - 64","1–2 hours","No","Physics/Chemistry/Biology","Very confident","Yes","Lack of focus","Yes"
"1651","SS2","Male","18 and above","Private","No formal education","Secondary","Engineer","Trader","₦30,000 – ₦100,000","Yes","Weekly","No","No","No","Sports","4–6 hours","60 - 64","55 - 59","5 hours or more","No","Other","Very confident","No","lack of standard social amenity","Yes"
"1652","SS1","Male","18 and above","Public","University","No formal education","Civil Servant","Housewife","50,000 - 100,000","No","Daily","Yes","Yes","No","Sports","7 hours or more","40 - 44","55 - 59","3–4 hours","No","Mathematics","Not confident","No","The fear of the unknown","Yes"
"1653","SS3","Female","15-17","Public","No formal education","Primary","Farmer","Trader","₦30,000 – ₦100,000","No","Monthly","No","Yes","Yes","None","1–3 hours","39 below","80 - 100","5 hours or more","Yes","Other","Somewhat confident","No","Lack of proper preparation","Yes"
"1654","SS3","Female","15-17","Private","University","No formal education","Civil servant","Trader","₦30,000 – ₦100,000","Yes","Daily","Yes","Yes","Yes","Science/Math clubs","1–3 hours","50 - 54","80 - 100","5 hours or more","No","Physics/Chemistry/Biology","Somewhat confident","Yes","Lack of focus","Yes"
"1655","SS2","Female","18 and above","Public","No formal education","Secondary","Tailoring","Teacher","50,000 - 100,000","No","Weekly","No","No","Yes","None","None","50 - 54","39 below","1–2 hours","No","Physics/Chemistry/Biology","Very confident","Yes","Lack of funds","Yes"
"1656","SS2","Male","12-14","Public","No formal education","Primary","Engineer","Trader","50,000 - 100,000","Yes","Never","No","No","No","None","4–6 hours","70 - 75","40 - 44","1–2 hours","No","Mathematics","Very confident","No","The fear of the unknown","Yes"
"1657","SS2","Male","12-14","Private","Secondary","No formal education","Farmer","House Wife","₦100,000 – ₦300,000","Yes","Rarely","Yes","Yes","No","Debate/Quiz clubs","1–3 hours","60 - 64","45 - 49","3–4 hours","Yes","Physics/Chemistry/Biology","Not confident","No","time management","Yes"
"1658","SS3","Female","18 and above","Private","University","Primary","Engineer","Housewife","₦30,000 – ₦100,000","No","Daily","No","Yes","Yes","Science/Math clubs","None","70 - 75","50 - 54","3–4 hours","No","Physics/Chemistry/Biology","Very confident","Yes","Lack of funds","Yes"
"1659","SS2","Female","12-14","Public","University","Primary","Engineer","House Wife","Above ₦300,000","No","Never","Yes","Yes","No","Debate/Quiz clubs","1–3 hours","80 - 100","55 - 59","1–2 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","Yes"
"1660","SS2","Male","18 and above","Private","Primary","University","Engineer","House Wife","₦30,000 – ₦100,000","No","Monthly","Yes","Yes","Yes","Science/Math clubs","None","45 - 49","70 - 75","Less than 1 hour","Yes","Mathematics","Not confident","No","Lack of funds","Yes"
"1661","SS2","Male","15-17","Private","No formal education","No formal education","Engineer","House Wife","₦100,000 – ₦300,000","No","Weekly","Yes","Yes","No","Sports","1–3 hours","65 - 69","45 - 49","Less than 1 hour","No","Mathematics","Somewhat confident","Yes","Lack of funds","Yes"
"1662","SS1","Female","15-17","Private","Primary","Secondary","Farmer","House Wife","₦30,000 – ₦100,000","No","Rarely","No","Yes","No","None","None","55 - 59","65 - 69","1–2 hours","No","Physics/Chemistry/Biology","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1663","SS2","Male","12-14","Public","Primary","Secondary","Civil Servant","Trader","Above ₦300,000","Yes","Never","Yes","Yes","No","Debate/Quiz clubs","1–3 hours","65 - 69","50 - 54","3–4 hours","Yes","Other","Not confident","No","time management","Yes"
"1664","SS2","Female","18 and above","Private","University","No formal education","Civil servant","Trader","₦30,000 – ₦100,000","No","Weekly","No","Yes","Yes","Science/Math clubs","7 hours or more","50 - 54","39 below","5 hours or more","Yes","Mathematics","Somewhat confident","No","Lack of focus","Yes"
"1665","SS1","Female","12-14","Public","Secondary","Secondary","Civil servant","Teacher","₦30,000 – ₦100,000","Yes","Rarely","Yes","No","No","Debate/Quiz clubs","None","40 - 44","60 - 64","1–2 hours","Yes","Mathematics","Very confident","Yes","Lack of proper preparation","Yes"
"1666","SS3","Female","18 and above","Private","University","Secondary","Civil servant","Teacher","₦100,000 – ₦300,000","Yes","Rarely","No","No","Yes","None","None","70 - 75","45 - 49","Less than 1 hour","No","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","Yes"
"1667","SS2","Female","15-17","Private","Secondary","No formal education","Farmer","Teacher","50,000 - 100,000","No","Daily","Yes","Yes","Yes","Sports","4–6 hours","70 - 75","45 - 49","Less than 1 hour","No","Physics/Chemistry/Biology","Somewhat confident","No","The fear of the unknown","Yes"
"1668","SS2","Female","18 and above","Private","University","Primary","Civil Servant","Trader","₦100,000 – ₦300,000","Yes","Daily","No","Yes","No","Science/Math clubs","None","80 - 100","65 - 69","Less than 1 hour","Yes","English Language","Somewhat confident","No","Lack of funds","Yes"
"1669","SS1","Female","15-17","Private","University","No formal education","Engineer","Trader","₦30,000 – ₦100,000","No","Rarely","No","No","Yes","Sports","4–6 hours","60 - 64","50 - 54","Less than 1 hour","No","Other","Very confident","No","Lack of proper preparation","Yes"
"1670","SS2","Male","15-17","Public","Primary","University","Engineer","House Wife","Above ₦300,000","Yes","Daily","Yes","Yes","Yes","Sports","7 hours or more","65 - 69","45 - 49","Less than 1 hour","Yes","Mathematics","Very confident","Yes","Lack of funds","Yes"
"1671","SS1","Female","12-14","Private","University","University","Farmer","Teacher","50,000 - 100,000","Yes","Weekly","Yes","Yes","No","Science/Math clubs","1–3 hours","70 - 75","45 - 49","3–4 hours","No","Other","Very confident","No","Lack of focus","Yes"
"1672","SS3","Male","18 and above","Private","No formal education","Secondary","Civil servant","Teacher","₦100,000 – ₦300,000","No","Weekly","Yes","Yes","Yes","Science/Math clubs","4–6 hours","65 - 69","50 - 54","5 hours or more","No","English Language","Not confident","Yes","time management","Yes"
"1673","SS3","Female","15-17","Public","No formal education","Secondary","Engineer","Housewife","50,000 - 100,000","No","Daily","Yes","Yes","No","Science/Math clubs","None","50 - 54","65 - 69","Less than 1 hour","No","English Language","Very confident","Yes","lack of standard social amenity","Yes"
"1674","SS3","Female","15-17","Public","Secondary","No formal education","Farmer","Housewife","₦100,000 – ₦300,000","No","Never","Yes","Yes","No","Sports","None","55 - 59","80 - 100","3–4 hours","No","Other","Not confident","No","lack of standard social amenity","Yes"
"1675","SS2","Male","18 and above","Private","Secondary","Secondary","Civil Servant","Trader","50,000 - 100,000","No","Never","Yes","Yes","No","Sports","4–6 hours","45 - 49","40 - 44","3–4 hours","No","Physics/Chemistry/Biology","Somewhat confident","Yes","time management","No"
"1676","SS2","Female","18 and above","Public","University","Secondary","Tailoring","Teacher","₦100,000 – ₦300,000","No","Rarely","Yes","Yes","Yes","Debate/Quiz clubs","None","80 - 100","40 - 44","5 hours or more","No","Mathematics","Not confident","No","time management","Yes"
"1677","SS1","Female","12-14","Private","University","No formal education","Civil servant","Trader","₦30,000 – ₦100,000","Yes","Monthly","Yes","No","Yes","Science/Math clubs","7 hours or more","55 - 59","39 below","5 hours or more","No","Physics/Chemistry/Biology","Somewhat confident","Yes","Lack of proper preparation","Yes"
"1678","SS1","Female","15-17","Private","Secondary","Primary","Engineer","Trader","Below ₦30,000","Yes","Monthly","No","No","No","Debate/Quiz clubs","1–3 hours","40 - 44","65 - 69","1–2 hours","Yes","Mathematics","Very confident","No","The fear of the unknown","Yes"
"1679","SS1","Male","15-17","Public","University","Secondary","Engineer","Housewife","₦30,000 – ₦100,000","Yes","Monthly","No","Yes","Yes","Sports","7 hours or more","80 - 100","39 below","1–2 hours","No","Mathematics","Somewhat confident","Yes","Lack of funds","Yes"
"1680","SS3","Female","18 and above","Private","Primary","No formal education","Farmer","Trader","₦100,000 – ₦300,000","No","Never","Yes","Yes","Yes","Debate/Quiz clubs","7 hours or more","60 - 64","65 - 69","5 hours or more","No","Physics/Chemistry/Biology","Somewhat confident","Yes","The fear of the unknown","Yes"
"1681","SS1","Male","15-17","Public","Secondary","Primary","Civil servant","House Wife","50,000 - 100,000","Yes","Never","No","Yes","No","Science/Math clubs","None","55 - 59","55 - 59","1–2 hours","Yes","Other","Not confident","Yes","The fear of the unknown","Yes"
"1682","SS3","Male","12-14","Private","Secondary","No formal education","Farmer","Trader","₦100,000 – ₦300,000","No","Daily","No","No","Yes","Debate/Quiz clubs","1–3 hours","60 - 64","50 - 54","3–4 hours","No","Other","Somewhat confident","No","time management","Yes"
"1683","SS1","Female","12-14","Private","No formal education","Primary","Engineer","Trader","Below ₦30,000","Yes","Rarely","No","No","No","None","1–3 hours","45 - 49","65 - 69","5 hours or more","Yes","Physics/Chemistry/Biology","Somewhat confident","No","Lack of focus","Yes"
"1684","SS3","Female","15-17","Public","Secondary","Primary","Tailoring","Housewife","Below ₦30,000","No","Monthly","Yes","Yes","No","Science/Math clubs","7 hours or more","39 below","55 - 59","5 hours or more","Yes","Other","Not confident","No","The fear of the unknown","Yes"
"1685","SS2","Male","15-17","Private","University","No formal education","Civil Servant","Trader","Above ₦300,000","No","Never","Yes","Yes","No","Debate/Quiz clubs","None","70 - 75","39 below","Less than 1 hour","No","Physics/Chemistry/Biology","Very confident","No","lack of standard social amenity","Yes"
"1686","SS2","Male","15-17","Private","No formal education","Secondary","Farmer","Teacher","₦30,000 – ₦100,000","No","Daily","Yes","No","No","Science/Math clubs","4–6 hours","40 - 44","60 - 64","1–2 hours","No","Other","Not confident","Yes","Lack of proper preparation","Yes"
"1687","SS2","Male","15-17","Private","No formal education","University","Farmer","Trader","₦100,000 – ₦300,000","Yes","Rarely","Yes","Yes","Yes","Science/Math clubs","7 hours or more","40 - 44","50 - 54","3–4 hours","No","Mathematics","Somewhat confident","Yes","lack of standard social amenity","Yes"
"1688","SS2","Male","15-17","Private","Secondary","No formal education","Farmer","Housewife","Below ₦30,000","Yes","Monthly","Yes","No","Yes","Debate/Quiz clubs","4–6 hours","80 - 100","70 - 75","1–2 hours","No","Mathematics","Not confident","No","Lack of focus","Yes"
"1689","SS3","Male","18 and above","Private","Secondary","University","Engineer","Housewife","50,000 - 100,000","Yes","Daily","No","No","No","Science/Math clubs","4–6 hours","65 - 69","39 below","1–2 hours","Yes","Other","Very confident","Yes","Lack of focus","Yes"
"1690","SS2","Female","15-17","Private","Primary","Primary","Tailoring","Teacher","50,000 - 100,000","No","Never","Yes","Yes","Yes","None","4–6 hours","40 - 44","80 - 100","3–4 hours","No","English Language","Somewhat confident","No","lack of standard social amenity","Yes"
